,Unnamed: 0,carat,cut,color,clarity,depth,table,price,volumen
42182,42182,0.5,3,6,6,62.8,61.0,1286,78.499686
42183,42183,0.5,3,4,6,62.7,61.0,1286,80.26621200000001
42185,42185,0.53,0,5,6,56.2,64.0,1286,89.597715
42186,42186,0.5,3,4,6,59.1,58.0,1286,83.602596
42187,42187,0.5,3,5,4,60.3,60.0,1286,79.53663900000001
42188,42188,0.6,3,6,6,60.8,58.0,1286,96.468064
42190,42190,0.58,1,6,5,63.2,58.0,1287,95.090688
42191,42191,0.58,1,5,6,59.3,64.0,1287,95.93616800000001
42192,42192,0.56,4,6,6,63.0,55.0,1287,90.60875999999999
42193,42193,0.56,3,6,6,61.1,61.0,1287,91.011276
42194,42194,0.54,4,6,4,62.7,56.0,1287,88.93092
42195,42195,0.51,4,6,6,61.7,58.0,1287,83.58656
42196,42196,0.4,1,4,1,59.2,64.0,1287,66.07440000000001
42199,42199,0.52,1,3,5,63.7,54.0,1289,84.6976
42202,42202,0.52,1,3,5,63.6,57.0,1289,83.18865
42204,42204,0.52,4,2,4,62.5,56.0,1289,82.970624
42206,42206,0.52,1,3,5,63.5,58.0,1289,85.03040000000001
42207,42207,0.38,4,2,2,61.2,57.0,1289,62.37316799999999
42208,42208,0.38,4,2,2,60.7,55.0,1289,62.956215
42209,42209,0.42,4,6,0,61.5,56.0,1289,69.95251999999999
42210,42210,0.42,4,6,0,61.9,53.0,1289,70.56630000000001
42211,42211,0.42,4,6,0,62.6,53.0,1289,69.494278
42212,42212,0.42,4,6,0,62.3,54.0,1289,70.36477
42213,42213,0.42,4,6,0,62.0,53.0,1289,70.2765
42214,42214,0.42,4,6,0,62.2,54.0,1289,69.84119999999999
42215,42215,0.33,4,5,0,62.1,55.0,1289,54.531527999999994
42216,42216,0.39,4,2,2,61.8,57.0,1290,63.78753
42217,42217,0.39,3,4,1,59.7,58.0,1290,63.583025000000006
42218,42218,0.52,4,5,4,62.9,56.0,1290,83.49081600000001
42219,42219,0.39,3,4,1,62.7,57.0,1290,63.408383999999984
42222,42222,0.39,3,2,2,61.1,60.0,1290,62.63972
42223,42223,0.39,3,4,0,58.0,61.0,1290,64.548603
42224,42224,0.62,3,5,4,58.6,58.0,1291,100.1052
42227,42227,0.46,4,2,5,61.8,56.0,1291,74.976426
42228,42228,0.4,4,5,3,61.1,57.0,1291,67.43385
42229,42229,0.54,4,3,6,60.6,57.0,1291,90.16761600000001
42231,42231,0.54,1,4,6,63.3,56.0,1292,90.364324
42232,42232,0.54,1,6,6,63.2,56.0,1292,87.57190800000001
42234,42234,0.54,4,6,6,62.6,57.0,1292,87.71035
42235,42235,0.59,4,3,4,61.9,55.0,1292,96.384519
42236,42236,0.52,4,2,4,61.9,55.0,1292,85.53216
42237,42237,0.52,4,2,4,61.2,57.0,1292,86.58936
42238,42238,0.52,4,2,4,61.7,55.0,1292,86.0288
42240,42240,0.57,4,3,6,61.3,54.0,1292,94.694754
42241,42241,0.57,4,3,6,61.8,54.0,1292,95.094645
42242,42242,0.57,4,3,6,59.3,60.0,1292,96.58828800000002
42243,42243,0.4,4,4,0,62.3,57.0,1292,64.72340700000001
42244,42244,0.37,4,2,1,62.0,56.0,1292,60.174899999999994
42247,42247,0.47,1,5,3,65.4,56.0,1293,75.81035
42248,42248,0.5,1,5,6,62.5,59.0,1293,80.74684800000001
42249,42249,0.52,1,2,4,63.7,55.0,1293,84.69825
42250,42250,0.56,0,3,5,52.7,70.0,1293,94.45995900000001
42251,42251,0.46,3,5,3,62.0,58.0,1294,75.92508000000001
42252,42252,0.59,1,1,5,63.4,56.0,1294,97.028919
42253,42253,0.47,1,5,5,58.4,60.3,1294,78.7908
42254,42254,0.49,1,4,3,58.5,61.5,1294,82.042912
42255,42255,0.49,1,4,3,59.2,60.9,1294,79.99577599999999
42256,42256,0.32,3,4,1,60.7,58.0,1294,52.23856000000001
42258,42258,0.44,4,6,1,61.8,55.0,1294,72.06505200000001
42259,42259,0.44,4,6,1,61.6,56.0,1294,71.97512
42260,42260,0.44,4,2,3,62.3,55.0,1294,71.566176
42261,42261,0.44,4,2,3,62.3,55.0,1294,71.71404
42262,42262,0.48,3,4,5,58.7,58.0,1294,82.31156999999999
42263,42263,0.48,3,4,5,60.1,59.0,1294,80.16384
42275,42275,0.36,4,6,4,61.1,54.0,505,60.66529500000001
42276,42276,0.36,4,6,4,62.3,54.0,505,60.253622
42277,42277,0.36,4,6,4,60.7,58.0,505,60.237407999999995
42278,42278,0.36,4,1,6,61.3,55.0,505,60.40351999999999
42279,42279,0.36,4,1,6,61.7,55.0,505,60.093264
42280,42280,0.23,1,4,2,62.8,61.0,505,38.24548
42281,42281,0.25,1,5,2,61.2,62.0,505,40.778144000000005
42282,42282,0.23,1,5,2,62.2,60.0,505,37.49304
42283,42283,0.32,3,3,5,61.9,58.0,505,51.989453
42284,42284,0.32,3,3,5,61.0,60.0,505,51.219944999999996
42285,42285,0.32,4,1,3,62.4,54.0,505,52.253292
42288,42288,0.36,1,5,4,63.7,54.0,505,59.43574
42290,42290,0.36,4,3,6,61.5,57.0,505,59.282039999999995
42291,42291,0.32,4,3,5,62.0,55.0,505,52.41984000000001
42292,42292,0.32,3,3,5,61.4,60.0,505,52.271730000000005
42294,42294,0.51,3,5,4,59.5,60.0,1294,84.14175
42295,42295,0.44,4,2,3,61.1,56.0,1294,73.156545
42296,42296,0.44,4,2,3,61.3,56.0,1294,71.8812
42297,42297,0.44,4,2,3,61.6,56.0,1294,71.82462
42300,42300,0.41,3,2,2,62.5,58.0,1295,66.36319999999999
42301,42301,0.41,4,4,1,62.1,57.0,1295,67.34740000000001
42302,42302,0.41,4,4,1,62.3,55.0,1295,67.43266200000001
42303,42303,0.41,4,4,1,61.8,55.0,1295,67.12076
42304,42304,0.41,4,4,1,62.3,57.0,1295,66.783816
42305,42305,0.41,4,4,1,60.3,56.0,1295,67.7448
42306,42306,0.41,3,4,1,61.3,59.0,1295,66.157564
42307,42307,0.41,3,4,1,61.8,59.0,1295,66.472812
42308,42308,0.41,4,4,1,61.7,57.0,1295,67.5432
42310,42310,0.41,4,4,1,60.7,56.0,1295,68.352505
42312,42312,0.41,4,4,1,62.3,53.0,1295,68.23007999999999
42313,42313,0.41,4,2,2,62.3,57.0,1295,66.784704
42314,42314,0.41,4,2,2,62.1,56.0,1295,67.348288
42315,42315,0.41,4,4,1,62.0,55.0,1295,66.83874000000002
42317,42317,0.41,4,2,2,62.3,55.0,1295,67.434444
42320,42320,0.41,4,4,1,60.9,56.0,1295,67.78760100000001
42321,42321,0.58,1,6,6,63.5,56.0,1295,95.017824
42322,42322,0.41,4,4,1,61.8,57.0,1295,67.11987500000001
42323,42323,0.6,4,1,6,60.7,58.0,1295,97.65854999999999
42324,42324,0.56,4,5,4,61.9,55.0,1296,93.74904
42325,42325,0.45,3,2,3,60.6,59.0,1297,74.349408
42326,42326,0.45,4,6,1,61.7,56.0,1297,74.58104
42327,42327,0.45,4,6,1,61.5,57.0,1297,73.642635
42328,42328,0.62,4,0,3,62.3,54.0,1297,102.216114
42329,42329,0.55,4,1,3,62.5,57.0,1297,88.82685000000001
42330,42330,0.56,3,5,4,62.6,59.0,1297,89.10096
42331,42331,0.46,4,2,5,62.4,56.0,1298,76.41810000000001
42334,42334,0.43,4,3,1,61.5,56.0,1298,71.2962
42335,42335,0.41,1,5,1,64.1,55.0,1298,66.348828
42336,42336,0.42,4,1,2,61.2,57.0,1299,69.86063700000001
42337,42337,0.57,4,4,6,61.6,56.0,1299,93.991352
42338,42338,0.5,1,5,5,64.1,58.0,1299,81.144966
42339,42339,0.42,4,3,3,61.0,57.0,1299,70.43800499999999
42340,42340,0.52,4,5,4,61.9,56.0,1299,85.86336
42341,42341,0.46,4,3,6,61.2,56.0,1299,75.79249999999999
42342,42342,0.39,3,5,1,60.7,58.0,1300,63.44538200000001
42343,42343,0.39,3,6,0,59.0,60.0,1300,63.801050000000004
42344,42344,0.39,4,5,2,61.6,56.0,1300,64.33273000000001
42345,42345,0.39,4,5,2,60.5,57.0,1300,63.986208000000005
42346,42346,0.59,4,1,5,62.0,54.0,1300,98.52192
42347,42347,0.32,4,5,0,61.2,57.0,1300,52.628400000000006
42348,42348,0.38,4,5,0,61.4,55.0,1300,63.348479999999995
42350,42350,0.51,4,1,3,61.8,56.0,1301,82.67508
42353,42353,0.46,3,5,5,62.2,58.0,1302,76.324545
42354,42354,0.61,3,4,4,60.9,58.0,1303,100.29619199999999
42355,42355,0.61,1,1,5,63.4,55.0,1303,102.09654
42356,42356,0.61,4,4,4,62.3,57.0,1303,98.63046400000002
42357,42357,0.53,4,5,6,61.2,54.0,1303,87.528
42358,42358,0.52,3,5,6,59.0,59.0,1303,85.6003
42359,42359,0.35,4,2,1,61.0,55.0,1303,59.588298
42362,42362,0.51,1,5,6,63.3,59.0,1304,82.511445
42363,42363,0.56,3,6,6,62.4,58.0,1304,90.746776
42364,42364,0.51,0,2,6,65.2,55.0,1304,82.98563999999999
42365,42365,0.54,4,1,3,61.2,58.0,1304,89.257112
42366,42366,0.57,4,3,6,61.6,60.0,1304,93.815995
42367,42367,0.5,4,4,6,62.0,55.0,1304,82.19033600000002
42368,42368,0.41,4,4,0,61.7,56.0,1304,68.713029
42369,42369,0.43,4,3,0,62.2,55.0,1304,71.183816
42370,42370,0.43,4,5,2,62.0,57.0,1304,70.94810799999999
42371,42371,0.43,3,5,2,60.8,57.0,1304,71.695224
42374,42374,0.71,3,0,4,61.8,54.0,1305,115.49454
42375,42375,0.6,0,6,6,64.5,56.0,1305,93.614172
42376,42376,0.5,4,4,4,62.0,55.0,1305,82.35212800000001
42378,42378,0.46,4,6,2,62.4,54.4,1306,75.863826
42379,42379,0.5,4,3,5,60.3,55.0,1306,84.145668
42380,42380,0.61,4,6,4,60.5,56.0,1306,102.808485
42381,42381,0.6,1,0,3,58.9,60.5,1306,99.8701
42382,42382,0.6,1,4,4,62.0,62.0,1306,95.55624
42383,42383,0.52,3,6,6,59.7,60.0,1306,84.41784
42385,42385,0.42,4,5,1,59.7,56.0,1307,69.965536
42386,42386,0.54,4,4,6,61.2,56.0,1307,89.08677400000002
42387,42387,0.46,1,4,1,66.5,55.0,1307,73.34256599999999
42388,42388,0.58,3,6,4,61.2,59.0,1307,95.22576000000001
42389,42389,0.53,3,5,6,62.3,60.0,1307,88.54917499999999
42390,42390,0.61,3,2,4,60.8,57.0,1308,97.94952000000002
42392,42392,0.51,3,4,6,59.4,60.0,1308,83.553291
42393,42393,0.51,1,4,6,63.6,58.0,1308,82.60588
42394,42394,0.43,4,5,2,61.8,57.0,1308,69.22986999999999
42395,42395,0.57,4,4,4,62.2,53.0,1308,96.31224
42396,42396,0.53,4,6,6,62.3,55.0,1308,86.826276
42397,42397,0.53,4,6,6,62.7,55.0,1308,86.60034000000002
42398,42398,0.61,3,1,5,58.8,58.0,1308,101.084529
42400,42400,0.57,3,3,6,59.3,58.0,1309,94.93848000000001
42402,42402,0.42,4,3,1,61.1,56.0,1310,70.96572
42403,42403,0.42,4,6,0,62.0,57.0,1310,68.94528
42405,42405,0.54,1,2,6,63.7,57.0,1310,88.54163999999999
42412,42412,0.33,4,5,1,61.9,57.0,1312,54.33395
42413,42413,0.35,4,4,0,60.9,55.0,1312,59.11864
42414,42414,0.51,3,6,6,60.3,61.0,1312,82.641408
42415,42415,0.51,3,6,6,62.4,58.0,1312,82.708938
42416,42416,0.51,1,6,6,63.6,55.0,1312,81.700278
42417,42417,0.51,4,6,6,63.0,53.0,1312,84.24485999999999
42418,42418,0.51,1,4,6,63.6,56.0,1312,84.10651200000002
42421,42421,0.51,4,3,5,61.2,53.0,1312,85.98592799999999
42423,42423,0.55,4,4,4,61.1,56.0,1313,90.6633
42426,42426,0.53,4,3,5,62.5,56.0,1314,86.33305500000002
42427,42427,0.46,3,6,2,61.3,60.0,1314,75.48567
42428,42428,0.53,4,2,4,60.4,57.0,1314,88.93081999999998
42429,42429,0.53,4,2,4,61.9,55.0,1314,87.84178800000001
42430,42430,0.53,4,2,4,61.4,56.0,1314,87.802488
42432,42432,0.53,4,3,5,62.4,56.0,1314,86.501338
42433,42433,0.43,4,2,5,61.3,55.0,1314,70.385216
42434,42434,0.55,4,3,6,61.6,55.0,1314,92.026956
42435,42435,0.54,4,6,6,62.5,56.0,1314,88.82848
42436,42436,0.5,3,5,6,62.6,56.0,1314,81.323814
42437,42437,0.55,3,1,5,61.7,55.0,1314,92.82891999999998
42440,42440,0.42,1,2,3,57.3,62.0,1315,70.53750000000001
42441,42441,0.53,4,5,4,60.9,57.0,1315,86.64959400000001
42443,42443,0.51,4,1,2,62.5,54.3,1316,83.133952
42444,42444,0.5,1,5,6,63.3,59.0,1316,79.566049
42445,42445,0.5,1,5,6,63.8,55.0,1316,82.86112800000001
42446,42446,0.5,4,5,6,62.2,57.0,1316,81.54538000000001
42447,42447,0.5,4,5,6,61.6,57.0,1316,82.25185499999999
42448,42448,0.5,1,5,6,63.7,56.0,1316,81.53785199999999
42450,42450,0.5,3,5,6,60.2,58.0,1316,82.96547
42451,42451,0.5,1,6,5,57.9,61.0,1316,82.13192000000001
42452,42452,0.5,3,5,6,62.0,59.0,1316,81.28889999999998
42453,42453,0.5,1,5,6,63.2,57.0,1316,81.19124199999999
42455,42455,0.55,4,4,6,61.8,55.0,1316,89.130456
42457,42457,0.5,1,5,6,63.3,58.0,1316,79.566049
42459,42459,0.55,3,6,6,61.3,59.0,1316,88.91836800000002
42461,42461,0.52,4,1,2,62.2,57.0,1316,84.70336
42463,42463,0.66,4,0,5,62.1,55.0,1316,110.22815999999999
42464,42464,0.53,4,2,4,61.6,55.0,1316,87.90728800000001
42467,42467,0.5,4,4,6,61.3,56.0,1317,81.729621
42468,42468,0.5,4,5,6,63.0,56.0,1317,83.32453799999999
42472,42472,0.43,4,6,0,62.5,54.0,1318,71.125614
42473,42473,0.43,4,6,0,62.4,54.0,1318,71.419524
42474,42474,0.43,4,6,0,61.3,56.0,1318,71.20386000000002
42475,42475,0.43,4,6,0,61.9,53.0,1318,71.77211199999999
42476,42476,0.59,1,4,6,59.5,62.0,1318,97.71849999999999
42477,42477,0.38,1,5,0,59.1,58.0,1318,63.533538
42478,42478,0.53,3,2,4,59.3,61.0,1318,87.09350199999999
42479,42479,0.53,1,2,4,63.9,55.0,1318,85.71977999999999
42480,42480,0.47,4,2,5,61.9,56.0,1319,77.80907
42481,42481,0.55,4,3,6,62.1,56.0,1319,88.894
42482,42482,0.52,4,6,6,62.2,54.0,1319,86.23288800000002
42483,42483,0.31,4,5,0,61.0,57.0,1319,51.104867999999996
42484,42484,0.44,4,4,1,61.5,57.0,1319,71.44200000000001
42485,42485,0.59,3,4,4,61.9,61.0,1319,94.915574
42492,42492,0.52,4,2,4,60.7,56.0,1320,87.14789999999999
42493,42493,0.55,4,1,6,61.2,55.0,1320,91.4628
42494,42494,0.57,3,5,4,61.0,60.0,1320,92.959552
42495,42495,0.57,3,5,4,60.7,57.0,1320,94.82018999999998
42497,42497,0.55,3,6,6,62.1,56.0,1321,89.850816
42498,42498,0.55,3,6,6,61.8,59.0,1321,88.179
42499,42499,0.51,4,6,6,61.9,56.0,1321,83.747279
42502,42502,0.5,4,1,2,61.8,57.0,1322,81.931185
42503,42503,0.41,4,4,5,61.5,56.0,1322,68.481672
42504,42504,0.56,4,6,6,61.2,59.0,1322,90.66556800000001
42505,42505,0.51,4,4,6,61.2,56.0,1322,85.98688200000001
42506,42506,0.54,1,5,6,57.2,59.0,1323,87.419304
42508,42508,0.48,3,5,5,62.5,61.0,1323,77.687064
42509,42509,0.41,4,4,2,61.4,57.0,1323,67.454478
42510,42510,0.41,4,4,2,61.2,56.0,1323,67.73642400000001
42511,42511,0.5,0,4,5,64.6,58.0,1323,80.749677
42512,42512,0.5,0,2,6,65.1,58.0,1323,80.352
42513,42513,0.5,0,2,6,64.6,58.0,1323,80.017
42514,42514,0.5,0,2,6,65.7,56.0,1323,81.671016
42515,42515,0.45,3,6,1,60.1,58.0,1323,73.31246999999999
42516,42516,0.45,3,6,1,60.8,58.0,1323,73.74981600000001
42517,42517,0.4,3,4,1,60.2,59.0,1323,64.528464
42518,42518,0.4,3,4,1,60.8,59.0,1323,65.205336
42519,42519,0.4,3,4,1,61.1,59.0,1323,66.07155
42520,42520,0.4,4,4,1,61.3,55.0,1323,66.29860000000001
42521,42521,0.4,4,4,1,60.7,56.0,1323,66.26007
42522,42522,0.4,3,4,1,61.9,57.0,1323,64.281609
42523,42523,0.4,4,4,1,61.7,56.0,1323,65.4664
42524,42524,0.4,4,4,1,62.5,57.0,1323,66.36319999999999
42525,42525,0.4,4,4,1,61.3,56.0,1323,65.518068
42526,42526,0.4,3,2,2,62.2,54.0,1323,67.0662
42527,42527,0.4,4,2,2,61.3,56.0,1323,66.29860000000001
42528,42528,0.4,3,2,2,60.4,59.0,1323,65.390976
42529,42529,0.4,3,2,2,60.8,59.0,1323,66.626196
42530,42530,0.4,4,2,2,62.0,56.0,1323,65.41342200000001
42531,42531,0.4,4,2,2,62.2,55.0,1323,65.776032
42532,42532,0.4,4,2,2,61.9,56.0,1323,66.333456
42535,42535,0.5,1,4,5,64.0,57.0,1323,82.698336
42536,42536,0.6,3,4,6,62.9,59.0,1323,96.45243299999998
42537,42537,0.53,3,4,6,61.4,58.0,1324,85.32671400000001
42538,42538,0.58,4,0,5,60.9,57.0,1324,95.29056
42539,42539,0.58,4,0,3,61.9,58.0,1324,93.74804999999998
42540,42540,0.85,0,3,7,61.0,61.0,1324,138.756
42541,42541,0.85,0,3,7,66.7,59.0,1324,131.41870400000002
42543,42543,0.52,4,6,6,62.4,55.0,1325,85.73411000000002
42546,42546,0.46,4,2,5,62.7,57.0,1326,74.25171599999999
42548,42548,0.42,3,4,1,60.5,58.0,1326,67.97876799999999
42549,42549,0.42,4,4,1,61.3,56.0,1326,68.910576
42550,42550,0.42,4,2,2,62.6,56.0,1326,68.316417
42551,42551,0.42,4,4,1,62.0,55.0,1326,69.608396
42554,42554,0.42,4,2,2,62.1,55.0,1326,68.658902
42555,42555,0.42,4,2,2,61.4,56.0,1326,69.42969000000001
42556,42556,0.57,4,1,5,61.5,56.0,1326,93.35535999999999
42559,42559,0.42,4,5,1,62.0,55.0,1327,69.464577
42560,42560,0.62,4,6,4,62.1,55.0,1327,101.91636
42561,42561,0.54,4,4,6,61.5,55.0,1327,89.81280000000001
42562,42562,0.38,4,5,1,61.9,56.0,1327,62.40614399999999
42563,42563,0.38,4,5,1,62.4,56.0,1327,62.83951999999999
42564,42564,0.38,4,5,1,62.6,56.0,1327,61.68416
42565,42565,0.38,3,5,1,61.9,58.0,1327,61.788804
42566,42566,0.55,4,1,5,58.5,62.0,1327,91.97496000000001
42567,42567,0.5,0,6,3,60.3,66.0,1327,80.424036
42568,42568,0.59,1,5,4,57.4,62.0,1327,95.93665200000001
42570,42570,0.53,1,5,6,57.8,57.0,1328,86.560799
42571,42571,0.62,3,4,4,61.7,60.0,1329,100.64842000000002
42572,42572,0.43,4,3,3,61.2,55.0,1329,71.35037000000001
42573,42573,0.51,4,6,6,61.3,55.0,1329,86.25632399999999
42574,42574,0.53,4,6,6,62.4,55.0,1329,87.440472
42575,42575,0.59,4,0,3,58.7,56.0,1330,97.706208
42577,42577,0.52,4,5,6,61.4,57.0,1330,84.56609
42578,42578,0.45,4,2,3,62.3,56.0,1330,73.08044
42580,42580,0.35,4,2,1,60.8,55.0,1330,58.77972
42581,42581,0.35,4,2,1,60.6,56.0,1330,58.44171599999999
42582,42582,0.58,4,6,6,61.4,55.0,1330,96.340198
42583,42583,0.54,3,4,6,61.8,60.0,1330,87.40368
42589,42589,0.5,4,5,6,62.2,57.0,1331,80.81009999999999
42590,42590,0.5,4,5,6,62.8,57.0,1331,81.57972000000001
42591,42591,0.5,4,5,6,59.7,62.0,1331,82.75143600000001
42592,42592,0.5,4,5,6,59.1,61.0,1331,81.94802400000002
42593,42593,0.5,1,5,6,58.5,59.0,1331,82.9478
42595,42595,0.32,4,1,3,60.9,56.0,505,53.66450400000001
42596,42596,0.32,1,1,3,63.2,54.0,505,53.819688
42597,42597,0.36,4,1,5,61.8,55.0,505,59.963192
42599,42599,0.32,3,3,5,60.7,60.0,505,51.690933
42601,42601,0.36,3,5,4,60.6,59.0,505,58.568206
42603,42603,0.32,3,1,3,62.0,58.0,505,52.300160000000005
42604,42604,0.32,4,3,5,62.1,56.0,505,52.731042
42606,42606,0.32,3,1,3,61.3,58.0,505,51.17861999999999
42607,42607,0.32,1,3,5,63.1,55.0,505,51.72791200000001
42609,42609,0.32,4,3,5,62.0,55.0,505,52.97237399999999
42610,42610,0.32,3,1,3,61.0,60.0,505,53.54255399999999
42611,42611,0.32,3,3,5,62.5,59.0,505,51.585888000000004
42612,42612,0.32,4,3,5,62.5,55.0,505,53.2389
42613,42613,0.32,4,1,3,62.3,57.0,505,52.924196
42616,42616,0.32,3,3,5,61.7,59.0,505,51.678000000000004
42618,42618,0.36,4,3,6,62.3,57.0,505,59.052687999999996
42619,42619,0.32,3,3,5,60.6,58.0,505,53.586360000000006
42621,42621,0.32,4,3,5,61.3,55.0,505,52.942560000000014
42622,42622,0.32,4,3,5,62.0,57.0,505,51.75151499999998
42623,42623,0.51,4,3,6,62.1,55.0,1331,85.20160000000001
42624,42624,0.53,1,5,6,64.1,54.0,1332,86.74940400000001
42625,42625,0.58,3,3,6,58.4,59.0,1332,96.925308
42626,42626,0.58,3,3,6,59.7,57.0,1332,96.176275
42627,42627,0.58,3,3,6,62.1,55.0,1332,95.84738999999999
42629,42629,0.58,4,4,4,62.0,57.0,1332,94.20922
42630,42630,0.5,4,2,4,62.4,56.0,1332,81.80501999999998
42631,42631,0.5,4,2,4,62.5,55.0,1332,83.13076199999999
42632,42632,0.5,4,2,4,61.6,57.0,1332,82.41344999999998
42633,42633,0.5,4,3,5,61.2,56.0,1332,84.13563199999999
42634,42634,0.5,4,4,6,61.5,55.0,1332,83.484672
42635,42635,0.5,3,4,6,60.1,59.0,1332,82.37877999999999
42636,42636,0.5,0,3,5,56.3,65.0,1332,80.263176
42637,42637,0.5,3,3,5,60.9,59.0,1332,81.948048
42638,42638,0.4,4,5,1,61.7,57.0,1333,64.82898000000002
42639,42639,0.4,4,5,1,62.6,56.0,1333,65.58145
42641,42641,0.4,4,5,1,61.5,56.0,1333,64.46990000000001
42642,42642,0.5,1,4,5,63.6,58.0,1333,81.1232
42643,42643,0.4,3,6,0,59.8,58.0,1333,66.90671999999999
42647,42647,0.4,3,5,1,61.4,59.0,1333,64.109448
42648,42648,0.38,4,4,0,62.2,55.0,1333,62.488736
42651,42651,0.5,1,2,6,63.8,60.0,1333,80.48000000000002
42652,42652,0.4,4,5,1,62.4,57.0,1333,64.584232
42653,42653,0.4,4,6,0,62.2,55.0,1333,66.41866
42654,42654,0.57,4,2,4,62.3,53.0,1333,94.31721599999999
42655,42655,0.39,4,5,0,61.3,56.0,1333,64.88024999999999
42656,42656,0.39,4,5,0,61.1,57.0,1333,65.29292
42657,42657,0.62,1,5,4,59.4,65.0,1333,99.274584
42658,42658,0.56,4,4,6,61.5,55.0,1334,92.54754
42659,42659,0.44,4,5,2,60.7,57.0,1334,71.84184
42660,42660,0.44,3,5,2,60.0,59.0,1334,73.60749
42661,42661,0.44,4,5,2,61.8,56.0,1334,72.896952
42662,42662,0.44,4,5,2,60.9,57.0,1334,72.76500000000001
42663,42663,0.44,4,5,2,61.9,56.0,1334,72.60122399999999
42664,42664,0.51,0,4,5,61.0,66.0,1334,79.99488000000001
42665,42665,0.85,0,0,7,65.5,59.0,1334,133.66794000000002
42666,42666,0.89,0,3,7,58.8,66.0,1334,136.904418
42667,42667,0.53,3,6,5,59.9,60.0,1335,87.15168
42668,42668,0.53,4,4,4,60.3,56.0,1335,88.4835
42671,42671,0.41,4,6,0,62.1,57.0,1336,67.207392
42672,42672,0.58,1,5,6,59.3,64.0,1336,95.93616800000001
42680,42680,0.45,4,5,2,61.9,56.0,1337,74.128725
42681,42681,0.52,4,4,6,60.4,56.0,1337,89.88767999999999
42682,42682,0.5,4,5,6,60.6,59.0,1337,82.588896
42683,42683,0.5,4,5,6,61.6,57.0,1337,81.51063200000002
42685,42685,0.54,1,3,5,63.2,55.0,1338,89.9184
42686,42686,0.54,4,3,5,60.1,57.0,1338,89.77425600000001
42688,42688,0.46,4,3,1,62.4,53.4,1338,76.87845
42689,42689,0.6,4,2,4,61.3,59.0,1338,99.203344
42690,42690,0.52,3,4,6,59.5,59.0,1338,87.368616
42692,42692,0.52,1,6,6,63.6,56.0,1338,83.354349
42694,42694,0.52,3,6,6,59.6,62.0,1338,83.98334
42695,42695,0.52,3,6,6,62.8,61.0,1338,84.574588
42696,42696,0.52,1,4,6,63.8,56.0,1338,84.3648
42697,42697,0.52,3,4,6,58.6,61.0,1338,86.75040000000001
42699,42699,0.52,4,6,6,62.6,56.0,1338,85.23597600000001
42700,42700,0.5,1,4,5,65.3,57.0,1339,79.14178299999999
42702,42702,0.56,3,6,6,60.2,59.0,1340,92.16412800000002
42703,42703,0.56,4,4,6,61.4,57.0,1340,90.94800000000001
42705,42705,0.56,4,6,6,62.5,56.0,1340,90.228864
42706,42706,0.56,1,4,6,63.2,56.0,1340,92.306268
42707,42707,0.54,4,5,4,60.6,57.0,1340,88.4268
42708,42708,0.54,4,5,4,60.7,56.0,1340,89.04
42709,42709,0.54,4,5,4,60.4,57.0,1340,89.88512
42710,42710,0.51,0,5,6,55.8,61.0,1340,87.44200499999998
42712,42712,0.51,3,5,6,58.2,61.0,1340,83.90366999999998
42713,42713,0.54,3,6,6,61.1,60.0,1340,86.92112
42714,42714,0.53,4,1,2,61.2,56.0,1341,88.303248
42715,42715,0.52,4,5,6,62.1,54.0,1341,86.56648000000001
42716,42716,0.68,1,0,3,61.6,65.0,1341,108.18889500000002
42717,42717,0.6,3,3,6,58.9,61.0,1341,99.0275
42718,42718,0.43,4,6,0,61.6,57.0,1341,69.142788
42719,42719,0.37,4,4,1,59.2,57.0,1342,62.642999999999994
42720,42720,0.58,4,2,4,62.7,56.0,1342,93.89268000000001
42721,42721,0.58,4,2,4,61.2,57.0,1342,95.22576000000001
42722,42722,0.6,4,1,6,62.2,58.0,1342,97.323195
42726,42726,0.51,4,5,6,62.0,55.0,1343,83.68742400000001
42727,42727,0.51,4,5,6,61.1,56.0,1343,85.22228
42728,42728,0.51,4,5,6,62.4,55.0,1343,83.458694
42730,42730,0.51,1,6,5,63.9,56.0,1343,84.03524999999999
42731,42731,0.51,4,5,6,62.5,56.0,1343,82.22526
42732,42732,0.51,4,5,6,61.7,55.0,1343,84.340278
42735,42735,0.51,1,5,6,63.9,56.0,1343,84.20002500000001
42736,42736,0.51,1,6,5,63.5,57.0,1343,82.02512999999999
42737,42737,0.51,3,5,6,61.8,58.0,1343,83.42330500000001
42738,42738,0.51,1,5,6,63.5,54.0,1343,83.51811
42739,42739,0.51,1,5,6,63.2,61.0,1343,82.09280000000001
42740,42740,0.51,3,6,5,61.3,59.0,1343,83.218905
42741,42741,0.51,1,5,6,63.9,54.0,1343,83.28258000000001
42744,42744,0.51,4,6,5,62.0,56.0,1343,84.438662
42745,42745,0.58,4,6,4,62.2,55.0,1343,96.96240000000002
42746,42746,0.56,4,1,6,61.3,56.0,1343,91.11959999999999
42747,42747,0.56,4,3,6,61.9,58.0,1343,91.33436999999999
42749,42749,0.52,3,2,6,59.7,60.0,1344,85.17412800000001
42751,42751,0.62,3,6,4,60.2,61.0,1345,98.25782400000001
42752,42752,0.56,4,6,6,62.5,57.0,1345,90.232144
42754,42754,0.56,4,6,6,62.9,56.0,1345,91.57942499999999
42755,42755,0.56,3,6,6,62.8,55.0,1345,91.927968
